iyear,country_txt,longitude,latitude,k&w,radius
2021,Burundi,29.92,-3.37,67,6.56608919
2021,Cameroon,12.35,7.37,115,7.345490051
2021,Canada,-106.35,56.13,7,3.307354922
2021,Central African Republic,20.94,6.61,98,7.114709844
2021,Chad,18.73,15.45,42,5.892317423
2021,Chile,-71.54,-35.68,10,3.821928095
2021,China,104.2,35.86,24,5.084962501
2021,Colombia,-74.3,4.57,224,8.307354922
2021,Djibouti,42.59,11.83,3,2.084962501
2021,Egypt,30.8,26.82,23,5.023561956
2021,El Salvador,-88.9,13.79,4,2.5
2021,Ethiopia,40.49,9.15,548,9.598032083
2021,France,2.21,46.23,7,3.307354922
2021,Germany,10.45,51.17,11,3.959431619
2021,Greece,21.82,39.07,1,0.5
2021,Guatemala,-90.23,15.78,1,0.5
2021,India,78.96,20.59,312,8.785402219
2021,Indonesia,113.92,-0.79,55,6.281359714
2021,Iran,53.69,32.43,6,3.084962501
2021,Iraq,43.68,33.22,853,10.23640193
2021,Israel,34.85,31.05,108,7.254887502
2021,Ivory Coast,-5.55,7.54,23,5.023561956
2021,Kenya,37.91,-0.02,99,7.12935662
2021,Latvia,24.6,56.88,2,1.5
2021,Lebanon,35.86,33.85,1,0.5
2021,Libya,17.23,26.34,21,4.892317423
2021,Maldives,73.54,1.98,6,3.084962501
2021,Mali,-4,17.57,554,9.613742166
2021,Mexico,-102.55,23.63,15,4.406890596
2021,Mozambique,35.53,-18.67,158,7.803780748
2021,Nepal,84.12,28.39,8,3.5
2021,Niger,8.08,17.61,546,9.592757141
2021,Nigeria,8.68,9.08,1939,11.42109709
2021,Pakistan,69.35,30.38,520,9.522367813
2021,Paraguay,-58.44,-23.44,1,0.5
2021,Peru,-75.02,-9.19,20,4.821928095
2021,Philippines,121.77,12.88,193,8.092457037
2021,Saudi Arabia,45.08,23.89,10,3.821928095
2021,South Africa,22.94,-30.56,9,3.669925001
2021,Sri Lanka,80.77,7.87,2,1.5
2021,Sudan,30.22,12.86,75,6.72881869
2021,Sweden,18.64,60.13,9,3.669925001
2021,Switzerland,8.23,46.82,9,3.669925001
2021,Syria,39,34.8,613,9.759743264
2021,Thailand,100.99,15.87,35,5.629283017
2021,Tunisia,9.54,33.89,7,3.307354922
2021,Turkey,35.24,38.96,12,4.084962501
2021,Uganda,32.29,1.37,4,2.5
2021,Ukraine,31.17,48.38,13,4.200439718
2021,United Kingdom,-3.44,55.38,11,3.959431619
2021,United States,-95.71,37.09,223,8.3008999
2021,Venezuela,-66.59,6.42,36,5.669925001
2021,Yemen,44.13,15.21,1414,10.9655664
